cocama-cocamilla;cod;cocamacocamilla
koreguaje;coe;koreguaje
tsafiqui;cof;tsafiqui
chong;cog;chong
cochimi;coj;cochimi
cora de Santa Teresa;cok;cora de Santa Teresa
salish wenatchi-columbian;col;salish wenatchicolumbian
comanche;com;comanche
cofan;con;cofan
conventions internationales;conv;*conventions
comox;coo;comox
copte;cop;copte
copallén;copallén;copallen
coquille;coq;coquille
caquinte;cot;caquinte
coniagui;cou;coniagui
cowlitz;cow;cowlitz
chinantèque de Palantla;cpa;chinanteque de palantla
ajyíninka apurucayali;cpc;ajyininka apurucayali
créoles et pidgins basés sur l’anglais;cpe;creoles et pidgins anglais
pidgin des plantations samoanes;cpe-spp;pidgin des plantations samoanes
créoles et pidgins basés sur le français;cpf;creoles et pidgins francais
cappadocien;cpg;cappadocien
anglais pidgin chinois;cpi;anglais pidgin chinois
kpeego;cpo;kpeego
créoles et pidgins basés sur le portugais;cpp;creoles et pidgins portugais
ashéninka de Pichis;cpu;asheninka de pichis
puxian;cpx;puxian
miao chuanqiandian;cqd;miao chuanqiandian
cri;cr;cri
chara;cra;chara
lonwolwol;crc;lonwolwol
cœur d’alène;crd;coeur dalene
caramanta;crf;caramanta
métchif;crg;metchif
tatar de Crimée;crh;tatar de crimee
forro;cri;forro
cri de l’Est, dialecte du Sud;crj;cri de lest dialecte du sud
cri des plaines;crk;cri des plaines
cri de l’Est, dialecte du Nord;crl;cri de lest dialecte du nord
cri de Moose;crm;cri de Moose
crow;cro;crow
créoles et pidgins;crp;creoles et pidgins
chorote iyo’wujwa;crq;chorote iyowujwa
algonquien de Caroline;crr;algonquien de Caroline
créole seychellois;crs;creole seychellois
chorote iyojwa’ja;crt;chorote iyojwaja
chaura;crv;chaura
chrau;crw;chrau
porteur;crx;porteur
chori;cry;chori
cruzeño;crz;cruzeno
tchèque;cs;tcheque
chinantèque de Chiltepec;csa;chinanteque de chiltepec
kachoube;csb;kachoube
langue des signes catalane;csc;signes catalane
langue des signes tchèque;cse;signes tcheque
langue des signes chilienne;csg;signes chilienne
miwok de la côte;csi;miwok de la cote
jola-kasa;csk;jolakasa
miwok central de la Sierra;csm;miwok central de la Sierra
langue des signes colombienne;csn;signes colombienne
chinantèque de Sochiapam;cso;chinanteque de sochiapam
ohlone du Sud;css;ohlone du Sud
mutsun;css-mut;mutsun
rumsen;css-rum;rumsen
awaswas;cst;awaswas
chalon;cst-cha;chalon
chochenyo;cst-cho;chochenyo
langues soudaniques centrales;csu;soudaniques centrales langues
sumtu chin;csv;sumtu chin
cri des marais;csw;cri des marais
hanis;csz;hanis
chatino de Tataltepec;cta;chatino de Tataltepec
chetco;ctc;chetco
tedim;ctd;tedim
chinantèque de Tepinapa;cte;chinanteque de tepinapa
chinantèque de Tlacoatzintepec;ctl;chinanteque de tlacoatzintepec
chitimacha;ctm;chitimacha
chintang;ctn;chintang
emberá catío;cto;embera catio
chatino de la Sierra occidentale;ctp;chatino de la Sierra occidentale
bikol du Nord de Catanduanes;cts;bikol du Nord de Catanduanes
chol;ctu;chol
chatino de Zacatepec;ctz;chatino de Zacatepec
vieux slave;cu;slave vieux
cua;cua;cua
cubeo;cub;cubeo
chinantèque d’Usila;cuc;chinanteque dusila
cung;cug;cung
chuka;cuh;chuka
cuiba;cui;cuiba
mashco piro;cuj;mashco piro
kuna de San Blas;cuk;kuna de San Blas
culina;cul;culina
culle;culle;culle
cumeral;cum;cumeral
cumanagoto;cuo;cumanagoto
cupeño;cup;cupeno
cun;cuq;cun
langues couchitiques;cus;couchitiques langues
cuicatèque de Teutila;cut;cuicateque de teutila
tay ya;cuu;tay ya
cuvok;cuv;cuvok
cuicatèque de Tepeuxila;cux;cuicateque de tepeuxila
tchouvache;cv;tchouvache
chug;cvg;chug
chinantèque de Valle Nacional;cvn;chinanteque de valle nacional
cri des bois;cwd;cri des bois
kwere;cwe;kwere
kwatay;cwt;kwatay
gallois;cy;gallois
chatino de Nopala;cya;chatino de Nopala
cayubaba;cyb;cayubaba
huizhou;czh;huizhou
knaanique;czk;knaanique
chatino de Zenzontepec;czn;chatino de Zenzontepec
minzhong;czo;minzhong
danois;da;danois
dangaléat;daa;dangaleat
dambi;dac;dambi
marik;dad;marik
gwahatike;dah;gwahatike
day;dai;day
dar fur daju;daj;dar fur daju
dakota;dak;dakota
dahalo;dal;dahalo
dalécarlien;dalécarlien;dalecarlien
damakawa;dam;damakawa
damu;damu;damu
daai chin;dao;daai chin
maria dandami;daq;maria dandami
dargwa;dar;dargwa
daho-doo;das;dahodoo
dadjo du Dar Sila;dau;dadjo du Dar Sila
taita;dav;taita
davawenyo;daw;davawenyo
langues dayakes;day;dayakes langues
bangeri me;dba;bangeri me
dogul dom;dbg;dogul dom
ida’an;dbj;idaan
dyirbal;dbl;dyirbal
duguri;dbm;duguri
duriankere;dbn;duriankere
ɗuwai;dbp;duwai
daba;dbq;daba
ben tey;dbt;ben tey
bankan tey;dbw;bankan tey
dibiyaso;dby;dibiyaso
negerhollands;dcr;negerhollands
dongotono;ddd;dongotono
doondo;dde;doondo
fataluku;ddg;fataluku
goodenough de l’Ouest;ddi;goodenough de louest
jaru;ddj;jaru
tsez;ddo;tsez
dhudhuroa;ddr;dhudhuroa
allemand;de;allemand
dagik;dec;dagik
dedua;ded;dedua
dewoin;dee;dewoin
defzuli;def;defzuli
degema;deg;degema
dehwari;deh;dehwari
demisa;dei;demisa
langues delaware;del;delaware langues
dem;dem;dem
esclave;den;esclave
pidgin du Delaware;dep;pidgin du Delaware
deuri;der;deuri
desano;des;desano
domung;dev;domung
bondengese;dez;bondengese
dagaree du Sud;dga;dagaree du Sud
bunoge;dgb;bunoge
agta de Casiguran;dgc;agta de Casiguran
dagari dioula;dgd;dagari dioula
degenan;dge;degenan
dghwede;dgh;dghwede
flanc-de-chien;dgr;flancdechien
daga;dgz;daga
dhangu-djangu;dhg;dhangudjangu
dhimal;dhi;dhimal
dhalandji;dhl;dhalandji
dhaiso;dhs;dhaiso
dhurga;dhu;dhurga
drehu;dhv;drehu
dia;dia;dia
dinka du Sud-Central;dib;dinka du sudcentral
dida de Lakota;dic;dida de Lakota
didinga;did;didinga
dieri;dif;dieri
digo;dig;digo
kumiai;dih;kumiai
dimbong;dii;dimbong
dinka du Sud-Ouest;dik;dinka du sudouest
dilling;dil;dilling
dime;dim;dime
dinka;din;dinka
dibo;dio;dibo
dinka du Nord-Est;dip;dinka du nordest
dimli (zazaki du Sud);diq;dimli zazaki du sud
dirim;dir;dirim
dimasa;dis;dimasa
dirari;dit;dirari
diriku;diu;diriku
dinka du Nord-Ouest;diw;dinka du nordouest
diuwe;diy;diuwe
dzing;diz;dzing
djadjawurrung;dja;djadjawurrung
djinba;djb;djinba
dadjo;djc;dadjo
djamindjung;djd;djamindjung
zarma;dje;zarma
djinang;dji;djinang
ndjuka;djk;ndjuka
jamsay;djm;jamsay
djambarrpuyngu;djr;djambarrpuyngu
kapriman;dju;kapriman
dinka du Sud-Est;dks;dinka du sudest
dolgane;dlg;dolgane
dalmate;dlm;dalmate
duma;dma;duma
mombo;dmb;mombo
dugwor;dme;dugwor
domaaki;dmk;domaaki
dameli;dml;dameli
langues mandées;dmn;mandees langues
kemedzung;dmo;kemedzung
dampelas;dms;dampelas
tebi;dmu;tebi
dumpas;dmv;dumpas
demta;dmy;demta
dani de Upper Grand Valley;dna;dani de Upper Grand Valley
doungane;dng;doungane
dani de Lower Grand Valley;dni;dani de Lower Grand Valley
dan;dnj;dan
dengka;dnk;dengka
dzùùngoo;dnn;dzuungoo
danaru;dnr;danaru
dani de Mid Grand Valley;dnt;dani de Mid Grand Valley
dani de l’Ouest;dnw;dani de louest
dení;dny;deni
dom;doa;dom
dobu;dob;dobu
kam du Nord;doc;kam du Nord
doe;doe;doe
dogon;dog;dogon
dong;doh;dong
dogri;doi;dogri
dondo;dok;dondo
toura (austronésien);don;toura austronesien
dongmeng;dongmeng;dongmeng
dongnu de Du’an;dongnu de Du’an;dongnu de duan
dongo;doo;dongo
dori’o;dor;dorio
dogosé;dos;dogose
dowayo;dow;dowayo
dobase;dox;dobase
dompo;doy;dompo
dorze;doz;dorze
papar;dpp;papar
langues dravidiennes;dra;dravidiennes langues
minderico;drc;minderico
dolpo;dre;dolpo
rungus;drg;rungus
c’lela;dri;clela
darling;drl;darling
damar de l’Ouest;drn;damar de louest
melanau daro-matu;dro;melanau daromatu
gedeo;drs;gedeo
drents;drt;drents
rukai;dru;rukai
darai;dry;darai
bas-sorabe;dsb;sorabe bas
langue des signes néerlandaise;dse;signes neerlandaise
daasanach;dsh;daasanach
disa;dsi;disa
langue des signes danoise;dsl;signes danoise
dusner;dsn;dusner
desiya;dso;desiya
tadaksahak;dsq;tadaksahak
daur;dta;daur
kadazan de Labuk-Kinabatangan;dtb;kadazan de labukkinabatangan
ditidaht;dtd;ditidaht
ana tinga;dti;ana tinga
dusun central;dtp;dusun central
lotud;dtr;lotud
dogon toro so;dts;dogon toro so
tebul;dtu;tebul
doteli;dty;doteli
douala;dua;douala
dubli;dub;dubli
duna;duc;duna
hun-saare;dud;hunsaare
dumaget de l’Umiray;due;dumaget de lumiray
dumbéa;duf;dumbea
chiduruma;dug;chiduruma
dumum;dui;dumum
dhuwal;duj;dhuwal
uyajitaya;duk;uyajitaya
moyen néerlandais;dum;neerlandais moyen
dusun deyah;dun;dusun deyah
agta de Dupaningan;duo;agta de Dupaningan
duoxu;duoxu;duoxu
dusun malang;duq;dusun malang
dii;dur;dii
dumi;dus;dumi
dusun du Brunéi;dusun du Brunéi;dusun du brunei
dusun papar;dusun papar;dusun papar
drung;duu;drung
dusun witu;duw;dusun witu
duungooma;dux;duungooma
agta de Dicamay;duy;agta de Dicamay
divehi;dv;divehi
duau;dva;duau
dawro;dwr;dawro
speedwords de Dutton;dws;speedwords de Dutton
dyugun;dyd;dyugun
djimini;dyi;djimini
yanda dom;dym;yanda dom
dyangadi;dyn;dyangadi
jola-fonyi;dyo;jolafonyi
dioula;dyu;dioula
tjapukai;dyy;tjapukai
dzongkha;dz;dzongkha
tunzu;dza;tunzu
djiwarli;dze;djiwarli
dazaga;dzg;dazaga
dzalakha;dzl;dzalakha
ebughu;ebg;ebughu
bontok de l’Est;ebk;bontok de lest
ébrié;ebr;ebrie
kiembu;ebu;kiembu
étéocrétois;ecr;eteocretois
éwé;ee;ewe
e;eee;e
efai;efa;efai
éfik;efi;efik
éga;ega;ega
émilien;egl;emilien
eggon;ego;eggon
langues égyptiennes;egx;egyptiennes langues
égyptien ancien;egy;egyptien ancien
eitiep;eit;eitiep
ékadjouk;eka;ekadjouk
eket;eke;eket
ekari;ekg;ekari
eki;eki;eki
ekoti;eko;ekoti
ekpeye;ekp;ekpeye
kayah li de l’Est;eky;kayah li de lest
grec;el;grec
elepi;ele;elepi
elkei;elk;elkei
eleme;elm;eleme
elmolo;elo;elmolo
elu;elu;elu
élamite;elx;elamite
emai-iuleha-ora;ema;emaiiulehaora
embaloh;emb;embaloh
émérillon;eme;emerillon
mussau;emi;mussau
maninka oriental;emk;maninka oriental
émilien-romagnol;eml;emilien romagnol
emok;emo;emok
emberá darién;emp;embera darien
alutiiq;ems;alutiiq
muria de l’Est;emu;muria de lest
anglais;en;anglais
apali;ena;apali
markweta;enb;markweta
ende;end;ende
énètse des forêts;enf;enetse des forets
énètse de la toundra;enh;enetse de la toundra
enlhet;enl;enlhet
moyen anglais;enm;anglais moyen
engenni;enn;engenni
enganno;eno;enganno
enga;enq;enga
emumu;enr;emumu
enu;enu;enu
enwan;enw;enwan
enxet;enx;enxet
espéranto;eo;esperanto
epie;epi;epie
eravallan;era;eravallan
sie;erg;sie
ogea;eri;ogea
éfaté du Sud;erk;efate du sud
horpa;ero;horpa
ersu;ers;ersu
eritai;ert;eritai
espagnol;es;espagnol
ese ejja;ese;ese ejja
eshtehardi;esh;eshtehardi
inupiaq d’Alaska du Nord;esi;inupiaq dalaska du nord
inupiaq d’Alaska du Nord-Ouest;esk;inupiaq dalaska du nordouest
langue des signes égyptienne;esl;langue des signes egyptienne
esmeraldeño;esmeraldeño;esmeraldeno
langue des signes estonienne;eso;signes estonienne
esselen;esq;esselen
yupik sibérien central;ess;yupik siberien central
yupik central;esu;yupik central
langues eskimo-aléoutes;esx;eskimo aleoutes langues
estonien;et;estonien
etebi;etb;etebi
etchemin;etc;etchemin
eton (Vanuatu);etn;eton vanuatu
eton (bantou);eto;eton bantou
edolo;etr;edolo
yekhee;ets;yekhee
étrusque;ett;etrusque
ejagham;etu;ejagham
eten;etx;eten
semimi;etz;semimi
basque;eu;basque
eudeve;eudeve;eudeve
langues basques;euq;basques langues
europanto;eur;europanto
évène;eve;evene
evenki;evn;evenki
éwondo;ewo;ewondo
estrémègne;ext;estremegne
eyak;eya;eyak
keyo;eyo;keyo
persan;fa;persan
fasu;faa;fasu
fá d’Ambô;fab;fa dambo
finongan;fag;finongan
faiwol;fai;faiwol
fang (Cameroun);fak;fang cameroun
fam;fam;fam
fang;fan;fang
palor;fap;palor
fataleka;far;fataleka
fanti;fat;fanti
fayu;fau;fayu
valicien;fax;valicien
franc-comtois;fc;franccomtois
langue des signes québécoise;fcs;signes quebecoise
feroge;fer;feroge
peul;ff;peul
foia foia;ffi;foia foia
peul du Maasina;ffm;peul du Maasina
finnois;fi;finnois
nubien;fia;nubien
fyer;fie;fyer
filipino;fil;filipino
fipa;fip;fipa
firan;fir;firan
finnois tornédalien;fit;finnois tornedalien
langues finno-ougriennes;fiu;finno ougriennes langues
fidjien;fj;fidjien
kirya-konzel;fkk;kiryakonzel
kvène;fkv;kvene
kalispel;fla;kalispel
foau;flh;foau
flinders island;fln;flinders island
fuliiru;flr;fuliiru
tsotsitaal;fly;tsotsitaal
muria occidental lointain;fmu;muria occidental lointain
féroïen;fo;feroien
foi;foi;foi
fon;fon;fon
fore;for;fore
siraya;fos;siraya
langues formosanes;fox;formosanes langues
fas;fqs;fas
français;fr;francais
lorrain;fr-lor;lorrain
gaumais;fr-lor-gau;gaumais
jersiais;fra-jer;jersiais
normand;fra-nor;normand
francilien;francilien;francilien
francique mosellan;francique mosellan;francique mosellan
francique méridional;francique méridional;francique meridional
francique rhénan;francique rhénan;francique rhenan
français cadien;frc;francais cadien
fordata;frd;fordata
vieux-francique;frk;vieuxfrancique
moyen français;frm;francais moyen
ancien français;fro;francais ancien
francoprovençal;frp;francoprovencal
forak;frq;forak
frison septentrional;frr;frison septentrional
bas saxon de Frise orientale;frs;saxon bas de frise orientale
frison occidental;fry;frison occidental
langue des signes finnoise;fse;signes finnoise
langue des signes française;fsl;signes francaise
langue des signes finno-suédoise;fss;signes finno suedoise
pulaar;fuc;pulaar
futunien;fud;futunien
peul du Borgu;fue;peul du Borgu
peul du Niger occidental;fuh;peul du Niger occidental
fulniô;fun;fulnio
frioulan;fur;frioulan
futuna-aniwa;fut;futunaaniwa
bagiro;fuu;bagiro
fuyug;fuy;fuyug
four;fvr;four
fwâi;fwa;fwai
fwe;fwe;fwe
frison;fy;frison
gaélique irlandais;ga;gaelique irlandais
ga;gaa;ga
gabri;gab;gabri
grand andamanais;gac;grand andamanais
gaddang;gad;gaddang
guarequena;gae;guarequena
gende;gaf;gende
gagaouze;gag;gagaouze
alekano;gah;alekano
borei;gai;borei
gadsup;gaj;gadsup
galoli;gal;galoli
gallo;gallo;gallo
gan;gan;gan
gants;gao;gants
gao de Dongkou;gao de Dongkou;gao de Dongkou
gal;gap;gal
gta’;gaq;gta
galeya;gar;galeya
garasia des Adiwasi;gas;garasia des Adiwasi
kenati;gat;kenati
gadaba mudhili;gau;gadaba mudhili
gaulois;gaul;gaulois
borana;gax;borana
gayo;gay;gayo
oromo central de l’Ouest;gaz;oromo central de louest
gbaya;gba;gbaya
kaytetye;gbb;kaytetye
niksek;gbe;niksek
gaikundi;gbf;gaikundi
galela;gbi;galela
gutob;gbj;gutob
gbaya de Bossangoa;gbp;gbaya de Bossangoa
gbaya bozom;gbq;gbaya bozom
gbagyi;gbr;gbagyi
gaagudju;gbu;gaagudju
gbanu;gbv;gbanu
gbari;gby;gbari
dari iranien;gbz;dari iranien
mali;gcc;mali
ganggalida;gcd;ganggalida
galice;gce;galice
créole de Guadeloupe et de Martinique;gcf;creole guadeloupe martinique
créole martiniquais;gcf-mq;creole martiniquais
créole grenadais;gcl;creole grenadais
créole guyanais;gcr;creole guyanais
alemán coloniero;gct;aleman coloniero
gaélique écossais;gd;gaelique ecossais
gugu badhun;gdc;gugu badhun
gedaged;gdd;gedaged
gude;gde;gude
guduf-gava;gdf;gudufgava
ga’dang;gdg;gadang
dirasha;gdl;dirasha
laal;gdm;laal
godoberi;gdo;godoberi
méhri;gdq;mehri
langue des signes de Ghandruk;gds;signes ghandruk
geruma;gea;geruma
kire;geb;kire
gengle;geg;gengle
allemand huttérite;geh;allemand hutterite
mina (Togo);gej;mina togo
ut-ma’in;gel;utmain
gelao blanc de Diyingshao;gelao blanc de Diyingshao;gelao blanc de Diyingshao
gelao blanc de Judu;gelao blanc de Judu;gelao blanc de Judu
gelao blanc de Moji;gelao blanc de Moji;gelao blanc de Moji
gelao blanc de Niupo;gelao blanc de Niupo;gelao blanc de Niupo
gelao blanc de Pudi;gelao blanc de Pudi;gelao blanc de Pudi
gelao blanc de Wantao;gelao blanc de Wantao;gelao blanc de Wantao
gelao blanc de Yueliangwan;gelao blanc de Yueliangwan;gelao blanc de Yueliangwan
gelao rouge de Fanpo;gelao rouge de Fanpo;gelao rouge de Fanpo
gelao rouge de Longjia;gelao rouge de Longjia;gelao rouge de Longjia
gelao rouge de Na Khê;gelao rouge de Na Khê;gelao rouge de na khe
gelao vert de Liangshui;gelao vert de Liangshui;gelao vert de Liangshui
gelao vert de Qinglong;gelao vert de Qinglong;gelao vert de Qinglong
gelao vert de Sanchong;gelao vert de Sanchong;gelao vert de Sanchong
gelao vert de Zhenfeng;gelao vert de Zhenfeng;gelao vert de Zhenfeng
langues germaniques;gem;germaniques langues
geser-gorom;ges;gesergorom
geviya;gev;geviya
gera;gew;gera
guèze;gez;gueze
patpatar;gfk;patpatar
gao;gga;gao
gbii;ggb;gbii
gugadj;ggd;gugadj
gurr-goni;gge;gurrgoni
ganglau;ggl;ganglau
gondî du Sud;ggo;gondi du sud
gitua;ggt;gitua
gagou;ggu;gagou
ghadamès;gha;ghadames
guhu-samane;ghs;guhusamane
gidar;gid;gidar
gilbertin;gil;gilbertin
gimi;gim;gimi
hinukh;gin;hinukh
gelao;gio;gelao
gimi (Nouvelle-Bretagne occidentale);gip;gimi nouvellebretagne occidentale
gelao rouge;gir;gelao rouge
gitxsan;git;gitxsan
mulao;giu;mulao
gelao blanc;giw;gelao blanc
gilima;gix;gilima
giziga du Sud;giz;giziga du Sud
geji;gji;geji
gujari;gju;gujari
grec byzantin;gkm;grec byzantin
gokana;gkn;gokana
kpellé de Guinée;gkp;kpelle de guinee
galicien;gl;galicien
bon goula;glc;bon goula
nanaï;gld;nanai
gilaki;glk;gilaki
garlali;gll;garlali
galambu;glo;galambu
gula (Tchad);glu;gula tchad
glavda;glw;glavda
langues germaniques orientales;gme;germaniques orientales langues
moyen haut-allemand;gmh;allemand haut moyen
moyen bas allemand;gml;allemand bas moyen
gbaya-mbodomo;gmm;gbayambodomo
gamo-gofa-dawro;gmo;gamogofadawro
langues germaniques septentrionales;gmq;germaniques septentrionales langues
gamo;gmv;gamo
langues germaniques occidentales;gmw;germaniques occidentales langues
magoma;gmx;magoma
mycénien;gmy;mycenien
guarani;gn;guarani
kaansa;gna;kaansa
guanche;gnc;guanche
zulgo-gemzek;gnd;zulgogemzek
ganang;gne;ganang
ngangam;gng;ngangam
gooniyandi;gni;gooniyandi
gǁana;gnk;gǁana
gumatj;gnn;gumatj
gondî du Nord;gno;gondi du nord
gana;gnq;gana
gnau;gnu;gnau
guaraní de Bolivie occidental;gnw;guarani de bolivie occidental
gouro;goa;gouro
playero;gob;playero
godié;god;godie
gongduk;goe;gongduk
gofa;gof;gofa
gogo;gog;gogo
vieux haut allemand;goh;allemand haut vieux
gobasi;goi;gobasi
gowlan;goj;gowlan
gokhy;gokhy;gokhy
gola;gol;gola
gond;gon;gond
gone dau;goo;gone dau
yeretuar;gop;yeretuar
gorontalo;gor;gorontalo
groningois;gos;groningois
gotique;got;gotique
gavar;gou;gavar
goundo;goy;goundo
gupa-abawa;gpa;gupaabawa
pidgin anglais ghanéen;gpe;pidgin anglais ghaneen
ga’anda;gqa;gaanda
guiqiong;gqi;guiqiong
gao de Wanzi;gqu;gao de Wanzi
rajput garasia;gra;rajput garasia
grébo;grb;grebo
grec ancien;grc;grec ancien
guruntum;grd;guruntum
gbiri-niragu;grh;gbiriniragu
griko;griko;griko
langues grecques;grk;grecques langues
groma;gro;groma
taznatit;grr;taznatit
gresi;grs;gresi
garo;grt;garo
kistane;gru;kistane
guramalum;grz;guramalum
gserpa;gserpa;gserpa
langue des signes allemande;gsg;signes allemande
langue des signes guatémaltèque;gsm;signes guatemalteque
gbaya du Sud-Ouest;gso;gbaya du sudouest
alémanique;gsw;alemanique
alémanique alsacien;gsw-fr;alemanique alsacien
guató;gta;guato
gbati-ri;gti;gbatiri
gujarati;gu;gujarati
guajajára;gub;guajajara
guajiro;guc;guajiro
dida de Yocoboué;gud;dida de yocoboue
gudjal;gudjal;gudjal
gurinji;gue;gurinji
gupapuyngu;guf;gupapuyngu
guahibo;guh;guahibo
chiriguano;gui;chiriguano
gumuz;guk;gumuz
gullah;gul;gullah
guambiano;gum;guambiano
mbyá;gun;mbya
guayabero;guo;guayabero
gunwinggu;gup;gunwinggu
guayakí;guq;guayaki
gurenne;gur;gurenne
langue des signes guinéenne;gus;signes guineenne
maleku;gut;maleku
yanomamö;guu;yanomamo
gungbe;guw;gungbe
gusii;guz;gusii
mannois;gv;mannois
guaná;gva;guana
wanano;gvc;wanano
duwet;gve;duwet
gulay;gvl;gulay
kuku-yalanji;gvn;kukuyalanji
gavião do Jiparaná;gvo;gaviao do jiparana
parkatejê;gvp;parkateje
guyani;gvy;guyani
gwara;gwara;gwara
kohistani de Kalam;gwc;kohistani de Kalam
gawwada;gwd;gawwada
gweno;gwe;gweno
gwich’in;gwi;gwichin
gǀui;gwj;gui
gwere;gwr;gwere
gawar-bati;gwt;gawarbati
guwamu;gwu;guwamu
gbaya du Nord-Ouest;gya;gbaya du nordouest
kayardild;gyd;kayardild
gbayi;gyg;gbayi
gayil;gyl;gayil
guaymí;gym;guaymi
guarayo;gyr;guarayo
gunya;gyy;gunya
gazi;gzi;gazi
güenoa;güenoa;guenoa
haoussa;ha;haoussa
ha em;ha em;ha em
han;haa;han
langue des signes de Hanoï;hab;signes hanoi
gurani;hac;gurani
hatam;had;hatam
hanga;hag;hanga
haïda;hai;haida
hakka;hak;hakka
halang;hal;halang
hewa;ham;hewa
hangaza;han;hangaza
ha;haq;ha
harari;har;harari
haisla;has;haisla
havu;hav;havu
hawaïen;haw;hawaien
haïda du Sud;hax;haida du sud
haya;hay;haya
hazara;haz;hazara
heiban;hbn;heiban
hébreu ancien;hbo;hebreu ancien
huichol;hch;huichol
haïda du Nord;hdn;haida du nord
hadiyya;hdy;hadiyya
hébreu;he;hebreu
hmu du Nord;hea;hmu du Nord
herdé;hed;herde
hehe;heh;hehe
heiltsuk;hei;heiltsuk
hemba;hem;hemba
haiǁom;hgm;haiǁom
hoia hoia de Ukusi-Koparamio;hhi;hoia hoia de ukusikoparamio
keerak;hhr;keerak
hoia hoia de Matakaia;hhy;hoia hoia de Matakaia
hindi;hi;hindi
lamang;hia;lamang
hibito;hib;hibito
hidatsa;hid;hidatsa
hindi des Fidji;hif;hindi des Fidji
kamwe;hig;kamwe
hiligaynon;hil;hiligaynon
himachali;him;himachali
tsoa;hio;tsoa
hittite;hit;hittite
hiw;hiw;hiw
hixkaryana;hix;hixkaryana
kahé;hka;kahe
hunde;hke;hunde
halia;hla;halia
halbi;hlb;halbi
louvite hiéroglyphique;hlu;louvite hieroglyphique
miao mashan du Sud;hma;miao mashan du Sud
miao de Diandongbei;hmd;miao de Diandongbei
hmong de Huishui de l’Est;hme;hmong de huishui de lest
miao du Nord de Huishui;hmi;miao du Nord de Huishui
gejia;hmj;gejia
miao de Luobohe;hml;miao de Luobohe
miao mashan central;hmm;miao mashan central
hmong;hmn;hmong
hmar;hmr;hmar
miao du Qiandong du Sud;hms;miao du Qiandong du Sud
hamtai;hmt;hamtai
hamap;hmu;hamap
hmong dô;hmv;hmong do
langues hmong-mien;hmx;hmong mien langues
mina;hna;mina
hindko du Sud;hnd;hindko du Sud
handa-khwe;hnh;handakhwe
hani;hni;hani
hanunóo;hnn;hanunoo
hindko du Nord;hno;hindko du Nord
hiri motou;ho;hiri motou
hoava;hoa;hoava
hoanya;hoanya;hoanya
mari (Madang);hob;mari madang
ho;hoc;ho
holma;hod;holma
horom;hoe;horom
hobyot;hoh;hobyot
holikachuk;hoi;holikachuk
langues hokanes;hok;hokanes langues
holu;hol;holu
homa;hom;homa
holoholo;hoo;holoholo
hopi;hop;hopi
horo;hor;horo
hote;hot;hote
hovongan;hov;hovongan
honi;how;honi
holiya;hoy;holiya
hozo;hoz;hozo
croate;hr;croate
hrangkhol;hra;hrangkhol
hrê;hre;hre
haruku;hrk;haruku
haroi;hro;haroi
hertevin;hrt;hertevin
hruso;hru;hruso
hunsrik;hrx;hunsrik
haut-sorabe;hsb;sorabe haut
xiang;hsn;xiang
harsusi;hss;harsusi
haïtien;ht;haitien
witoto mɨnɨca;hto;witoto mɨnɨca
hadza;hts;hadza
hitu;htu;hitu
hongrois;hu;hongrois
huambisa;hub;huambisa
ǂhoan;huc;hoan
huave de San Francisco del Mar;hue;huave de San Francisco del Mar
huachipaeri;hug;huachipaeri
huilliche;huh;huilliche
huli;hui;huli
hungana;hum;hungana
hu;huo;hu
hupa;hup;hupa
tsat;huq;tsat
halkomelem;hur;halkomelem
huastèque;hus;huasteque
humla;hut;humla
witoto murui;huu;witoto murui
huave de San Mateo del Mar;huv;huave de San Mateo del Mar
hukumina;huw;hukumina
witoto nɨpode;hux;witoto nɨpode
hulaulá;huy;hulaula
hunzib;huz;hunzib
huastèque de San Luís Potosí;hva;huasteque de san luis potosi
haveke;hvk;haveke
hawu;hvn;hawu
créole hawaïen;hwc;creole hawaien
arménien;hy;armenien
langues arméniennes;hyx;armeniennes langues
héréro;hz;herero
interlingua;ia;interlingua
iaai;iai;iaai
iatmul;ian;iatmul
purari;iar;purari
iban;iba;iban
ibibio;ibb;ibibio
akpès;ibe;akpes
ibanag;ibg;ibanag
agoi;ibm;agoi
ibino;ibn;ibino
ibuoro;ibr;ibuoro
ibani;iby;ibani
etkywan;ich;etkywan
langue des signes islandaise;icl;signes islandaise
indonésien;id;indonesien
luidakho-luisukha-lutirichi;ida;luidakholuisukhalutirichi
créole indo-portugais;idb;creole indoportugais
idere;ide;idere
idi;idi;idi
idoma;idu;idoma
interlingue;ie;interlingue
ifugao d’Amganad;ifa;ifugao damganad
ifo;iff;ifo
ifugao de Tuwali;ifk;ifugao de Tuwali
igbo;ig;igbo
ébira;igb;ebira
igede;ige;igede
igala;igl;igala
ignaciano;ign;ignaciano
interglossa;igs;interglossa
glosa;igs-gls;glosa
iha;ihp;iha
yi;ii;yi
yi nuosu;iii;yi nuosu
langues indo-iraniennes;iir;indo iraniennes langues
izon;ijc;izon
biseni;ije;biseni
kalabari;ijn;kalabari
langues ijos;ijo;ijos langues
ijo du Sud-Est;ijs;ijo du sudest
inupiaq;ik;inupiaq
iko;iki;iko
olulumo-ikom;iko;olulumoikom
inuinnaqtun;ikt;inuinnaqtun
ikwere;ikw;ikwere
ik;ikx;ik
ikizu;ikz;ikizu
ile ape;ila;ile ape
ila;ilb;ila
iranun;ill;iranun
